No,種別(日),Type (EN),名称(日本語読み),Name (English),名称(ハングル),ペット可の根拠,広域自治体(日),Region (EN),市郡区(日),City/District (EN),住所(ハングル),電話,Instagram,公式サイト,緯度,経度,評価,口コミ数,Googleマップ,カテゴリ原文(韓)
244,ペンション,Pension,ポハン マダマネットプールヴィラ愛犬同伴カヌン,Pohang Madamanetteu Pool Villa Dog Friendly Ganeung,포항 마담아네뜨풀빌라애견동반가능,地図データに明記,慶尚北道,Gyeongsangbuk-do,ポハン市ナム区,Pohang-si Nam-gu,경북 포항시 남구 장기면 영암길 14,010-5142-3738,,https://site.onda.me/136932,35.904995,129.526429,3.5,102,"https://www.google.com/maps/search/?api=1&query=35.904995,129.526429",펜션
245,ペンション,Pension,ホワイト7 愛犬プールヴィラ,White 7 Dog Pool Villa,화이트7 애견풀빌라,店名から判断,慶尚北道,Gyeongsangbuk-do,ポハン市ナム区,Pohang-si Nam-gu,경북 포항시 남구 구룡포읍 일출로 350,070-4468-1614,,http://white7.kr,36.024395,129.57605,3.0,77,"https://www.google.com/maps/search/?api=1&query=36.024395,129.57605",펜션
246,ペンション,Pension,ステイキブク,Stay Gibuk,스테이기북,地図データに明記,慶尚北道,Gyeongsangbuk-do,ポハン市プク区,Pohang-si Buk-gu,경북 포항시 북구 기북면 기북로 728-40,,https://www.instagram.com/stay_gibuk,,36.147621,129.185384,5.0,11,"https://www.google.com/maps/search/?api=1&query=36.147621,129.185384",펜션
247,ペンション,Pension,スロウペンション,Slow Pension,슬로우펜션,地図データに明記,慶尚北道,Gyeongsangbuk-do,ポハン市プク区,Pohang-si Buk-gu,경북 포항시 북구 죽장면 죽장로1933번길 17-28,0507-1317-3890,https://www.instagram.com/slowpension,,36.257115,129.212882,5.0,6,"https://www.google.com/maps/search/?api=1&query=36.257115,129.212882",펜션
248,ペンション,Pension,ユニ プールヴィラペンション,Yuni Pool Villa Pension,유니 풀빌라펜션,地図データに明記,慶尚北道,Gyeongsangbuk-do,ポハン市プク区,Pohang-si Buk-gu,경북 포항시 북구 송라면 해안로 2841,010-3556-0064,,http://www.unipoolvilla.kr,36.234476,129.381015,5.0,11,"https://www.google.com/maps/search/?api=1&query=36.234476,129.381015",펜션
249,ペンション,Pension,ステイテンデン,Stay Daengdaeng,스테이댕댕,地図データに明記,大邱広域市,Daegu,トン区,Dong-gu,대구 동구 구암3길 13,010-7657-9313,https://www.instagram.com/staydangdang/?hl=ko,,35.951481,128.677711,,19,"https://www.google.com/maps/search/?api=1&query=35.951481,128.677711",펜션
250,ペンション,Pension,チャンテサンヒュペンション,Jangtaesanhyu Pension,장태산휴펜션,地図データに明記,大田広域市,Daejeon,ソ区,Seo-gu,대전 서구 장안로 573-1,010-2309-9023,,http://장태산휴펜션.com,36.212398,127.33743,4.6,14,"https://www.google.com/maps/search/?api=1&query=36.212398,127.33743",펜션
251,ペンション,Pension,コマペンション,Goma Pension,고마펜션,地図データに明記,釜山広域市,Busan,キジャン郡,Gijang-gun,부산 기장군 기장읍 기장해안로 899-2,010-2000-4966,,,35.235016,129.243208,5.0,5,"https://www.google.com/maps/search/?api=1&query=35.235016,129.243208",펜션
252,宿泊施設,Accommodation,ノムボ25 キジャンヨンファリジョム,Neombeo 25 Gijangyeonhwarijeom,넘버25 기장연화리점,地図データに明記,釜山広域市,Busan,キジャン郡,Gijang-gun,부산 기장군 기장읍 연화길 64,051-723-2527,,http://www.hotelsouthkorea.com/gijang-no-25-hotel/,35.219182,129.226403,3.6,13,"https://www.google.com/maps/search/?api=1&query=35.219182,129.226403",숙박
253,ペンション,Pension,アルリガムソンステイ,Alligamseong Stay,안리감성스테이,地図データに明記,釜山広域市,Busan,スヨン区,Suyeong-gu,부산 수영구 민락수변로 13-1,,,,35.154627,129.124157,5.0,46,"https://www.google.com/maps/search/?api=1&query=35.154627,129.124157",펜션
254,ホテル,Hotel,コネクトオションホテル,Keonekteuosyeon Hotel,커넥트오션호텔,地図データに明記,釜山広域市,Busan,中区,Jung-gu,부산 중구 대교로 115-1,051-466-7890,,http://pf.kakao.com/_LJjxmxj/chat,35.100442,129.037395,3.8,56,"https://www.google.com/maps/search/?api=1&query=35.100442,129.037395",호텔
255,ホテル,Hotel,トペッテル,Deopettel,더펫텔,店名から判断,釜山広域市,Busan,ヘウンデ区,Haeundae-gu,부산 해운대구 해운대해변로197번길 12,051-999-2000,,http://thepetel.com,35.159206,129.153091,3.6,19,"https://www.google.com/maps/search/?api=1&query=35.159206,129.153091",호텔
256,ペンション,Pension,ステイオン プールヴィラ,Stay On Pool Villa,스테이온 풀빌라,地図データに明記,釜山広域市,Busan,ヘウンデ区,Haeundae-gu,부산 해운대구 달맞이길62번길 53,010-2615-2595,,https://naver.me/GDNadOtT,35.157576,129.172849,5.0,84,"https://www.google.com/maps/search/?api=1&query=35.157576,129.172849",펜션
257,ホテル,Hotel,ヘウンデヨンムパラドホテル,Haeundaeyeongmuparadeu Hotel,해운대영무파라드호텔,地図データに明記,釜山広域市,Busan,ヘウンデ区,Haeundae-gu,부산 해운대구 해운대해변로298번길 25,051-743-0003,,https://ymparade.kr,35.1609,129.166483,3.8,120,"https://www.google.com/maps/search/?api=1&query=35.1609,129.166483",호텔
258,宿泊施設,Accommodation,ロコルスチチ チョンジャジャン,Rokeolseutichi Cheongjajang,로컬스티치 청자장,地図データに明記,世宗特別自治市,Sejong,セジョントクビョルジャチ市,Sejongteukbyeoljachi-si,세종특별자치시 조치원읍 문화로 8,010-2604-1081,https://www.instagram.com/localstitch_chungjajang/,,36.602251,127.301292,4.1,9,"https://www.google.com/maps/search/?api=1&query=36.602251,127.301292",숙박
259,ペンション,Pension,パダソプン愛犬ペンション,Badasopung Dog Pension,바다소풍애견펜션,地図データに明記,蔚山広域市,Ulsan,プク区,Buk-gu,울산 북구 용바위1길 32,010-7609-8599,,http://www.바다소풍애견펜션.com,35.583111,129.456483,5.0,24,"https://www.google.com/maps/search/?api=1&query=35.583111,129.456483",펜션
260,ペンション,Pension,メルシ愛犬ペンション,Mereusi Dog Pension,메르시애견펜션,店名から判断,蔚山広域市,Ulsan,ウルジュ郡,Ulju-gun,울산 울주군 상북면 삽재로 39-2,,,,35.619944,129.064135,,20,"https://www.google.com/maps/search/?api=1&query=35.619944,129.064135",펜션
261,民宿,Minbak,メルシプールヴィラペンション,Mereusi Pool Villa Pension,메르시풀빌라펜션,地図データに明記,蔚山広域市,Ulsan,ウルジュ郡,Ulju-gun,울산 울주군 상북면 삽재로 39,0503-7153-0565,,http://blog.naver.com/myzinny1,35.619596,129.064036,4.2,32,"https://www.google.com/maps/search/?api=1&query=35.619596,129.064036",민박
262,ペンション,Pension,モリ,Mori,모리,地図データに明記,蔚山広域市,Ulsan,ウルジュ郡,Ulju-gun,울산 울주군 상북면 덕현남천길 13,010-8051-3091,,https://moristay.imweb.me,35.629251,129.051479,,25,"https://www.google.com/maps/search/?api=1&query=35.629251,129.051479",펜션
263,ペンション,Pension,トマネ愛犬一棟貸しペンション,Tomane Dog Whole House Pension,토마네애견독채펜션,地図データに明記,蔚山広域市,Ulsan,ウルジュ郡,Ulju-gun,울산 울주군 서생면 해맞이로 1271-36,010-2765-5055,https://www.instagram.com/tomane_villa/,,35.364034,129.353798,5.0,12,"https://www.google.com/maps/search/?api=1&query=35.364034,129.353798",펜션
264,ペンション,Pension,カンファヒルストリ愛犬同伴ペンション,Ganghwahilseutori Dog Friendly Pension,강화힐스토리애견동반펜션,店名から判断,仁川広域市,Incheon,カンファ郡,Ganghwa-gun,인천 강화군 화도면 해안남로 1669-8,032-937-5403,,,37.594547,126.437353,,4,"https://www.google.com/maps/search/?api=1&query=37.594547,126.437353",펜션
265,ペンション,Pension,ケシンナモン,Gaesinnameong,개신나멍,地図データに明記,仁川広域市,Incheon,カンファ郡,Ganghwa-gun,인천 강화군 하점면 창후로 83-18,010-2067-1048,,https://blog.naver.com/dogsinna_mung/223059313118,37.762037,126.373496,5.0,21,"https://www.google.com/maps/search/?api=1&query=37.762037,126.373496",펜션
266,ペンション,Pension,ラウプ愛犬同伴ペンション,Raup Dog Friendly Pension,라웁애견동반펜션,店名から判断,仁川広域市,Incheon,カンファ郡,Ganghwa-gun,인천 강화군 삼산면 어류정길212번길 33-1,1833-9306,,https://pslaube.co.kr,37.652725,126.332302,3.0,6,"https://www.google.com/maps/search/?api=1&query=37.652725,126.332302",펜션
267,宿泊施設,Accommodation,ロクキスタジオ,Reokki Studio,럭키스튜디오,地図データに明記,仁川広域市,Incheon,カンファ郡,Ganghwa-gun,인천 강화군 송해면 장정양오길 287-24,0507-1357-9176,,,37.79338,126.445859,,3,"https://www.google.com/maps/search/?api=1&query=37.79338,126.445859",숙박
268,ペンション,Pension,ロマンチカ 愛犬ペンション,Romantika Dog Pension,로만티카 애견펜션,店名から判断,仁川広域市,Incheon,カンファ郡,Ganghwa-gun,인천 강화군 화도면 해안남로 1986,010-3786-0032,,http://www.romantica2010.com,37.604193,126.411662,4.8,93,"https://www.google.com/maps/search/?api=1&query=37.604193,126.411662",펜션
269,ペンション,Pension,リニスハウス,Riniseu House,리니스하우스,地図データに明記,仁川広域市,Incheon,カンファ郡,Ganghwa-gun,인천 강화군 양도면 강화남로 1077-23,010-8315-4673,,https://m.blog.naver.com/lenishouse,37.690599,126.416993,5.0,22,"https://www.google.com/maps/search/?api=1&query=37.690599,126.416993",펜션
270,ペンション,Pension,マルチェルロ,Mareuchello,마르첼로,地図データに明記,仁川広域市,Incheon,カンファ郡,Ganghwa-gun,인천 강화군 불은면 불은남로 239-16,0503-7153-8204,,https://www.bookinghub.co.kr/marcello,37.671807,126.50851,5.0,28,"https://www.google.com/maps/search/?api=1&query=37.671807,126.50851",펜션
271,ペンション,Pension,ピュナインペンション,Byunain Pension,뷰나인펜션,地図データに明記,仁川広域市,Incheon,カンファ郡,Ganghwa-gun,인천 강화군 화도면 해안남로 2709-8,010-9184-8624,,http://www.view9.co.kr,37.636044,126.378073,4.4,46,"https://www.google.com/maps/search/?api=1&query=37.636044,126.378073",펜션
272,ペンション,Pension,オナド153,Eonadeo 153,어나더153,地図データに明記,仁川広域市,Incheon,カンファ郡,Ganghwa-gun,인천 강화군 화도면 해안남로 1669-12,010-3131-5113,,http://www.another153.net,37.594392,126.437677,,37,"https://www.google.com/maps/search/?api=1&query=37.594392,126.437677",펜션
273,ペンション,Pension,イェンナレグムジャンヂ,Yennaregeumjandi,옛날에금잔디,地図データに明記,仁川広域市,Incheon,カンファ郡,Ganghwa-gun,인천 강화군 내가면 강화서로225번길 18-1,070-8262-6731,,https://www.golden-grass.com/,37.716123,126.389254,4.0,15,"https://www.google.com/maps/search/?api=1&query=37.716123,126.389254",펜션
274,ペンション,Pension,ユプルレイスインピニチ,Yupeulleiseuinpiniti,유플레이스인피니티,地図データに明記,仁川広域市,Incheon,カンファ郡,Ganghwa-gun,인천 강화군 화도면 해안남로1502번길 19-8,010-5924-5005,,https://m.place.naver.com/accommodation/1825461724/home?businessCategory=pension,37.595086,126.454683,5.0,44,"https://www.google.com/maps/search/?api=1&query=37.595086,126.454683",펜션
275,ペンション,Pension,イハンペンション,Ihan Pension,이한펜션,地図データに明記,仁川広域市,Incheon,カンファ郡,Ganghwa-gun,인천 강화군 화도면 해안남로 1600-10,,,,37.596067,126.44548,5.0,3,"https://www.google.com/maps/search/?api=1&query=37.596067,126.44548",펜션
276,ペンション,Pension,トペンション,Teo Pension,터펜션,地図データに明記,仁川広域市,Incheon,カンファ郡,Ganghwa-gun,인천 강화군 화도면 해안남로 2297-26,010-8681-5228,,http://teopension.co.kr/,37.611254,126.384843,,26,"https://www.google.com/maps/search/?api=1&query=37.611254,126.384843",펜션
277,ペンション,Pension,ペンション ナポルリ,Pension Napolli,펜션 나폴리,地図データに明記,仁川広域市,Incheon,カンファ郡,Ganghwa-gun,인천 강화군 화도면 해안남로 2291,010-4539-7636,,http://나폴리펜션.com,37.608734,126.385283,5.0,195,"https://www.google.com/maps/search/?api=1&query=37.608734,126.385283",펜션
278,宿泊施設,Accommodation,ハルモン 愛犬ペンション,Harumeong Dog Pension,하루멍 애견펜션,地図データに明記,仁川広域市,Incheon,カンファ郡,Ganghwa-gun,인천 강화군 교동면 교동동로 317-22,010-5012-8178,,,37.790213,126.297985,3.4,47,"https://www.google.com/maps/search/?api=1&query=37.790213,126.297985",숙박
279,ホテル,Hotel,ホテルトヂジャイノス インチョンジョム,Hotel Deodijaineoseu Incheonjeom,호텔더디자이너스 인천점,地図データに明記,仁川広域市,Incheon,ナムドン区,Namdong-gu,인천 남동구 남동대로765번길 8,032-429-7478,,http://designersincheon.com/,37.451025,126.707095,3.5,95,"https://www.google.com/maps/search/?api=1&query=37.451025,126.707095",호텔
280,ホテル,Hotel,パチルムホテル ヨジョン,Patirum Hotel Yeojeong,파티룸호텔 여정,地図データに明記,仁川広域市,Incheon,ミチュホル区,Michuhol-gu,인천 미추홀구 미추홀대로734번길 31-1,0502-5550-0591,https://www.instagram.com/partyeojeong/,,37.463192,126.682211,4.0,79,"https://www.google.com/maps/search/?api=1&query=37.463192,126.682211",호텔
281,ペンション,Pension,ガーデンナイン インチョンソンナムジョム,Garden Nain Incheonseongnamjeom,가든나인 인천석남점,地図データに明記,仁川広域市,Incheon,ソヘ区,Seohae-gu,인천 서해구 새오개로16번길 6-8,010-3133-5594,https://instagram.com/9arden_9?igshid=MzMyNGUyNmU2YQ==,,37.511098,126.665752,5.0,34,"https://www.google.com/maps/search/?api=1&query=37.511098,126.665752",펜션
282,ホテル,Hotel,オクウッドプリミオ インチョン,Okeu Wood Peurimieo Incheon,오크우드프리미어 인천,地図データに明記,仁川広域市,Incheon,ヨンス区,Yeonsu-gu,인천 연수구 컨벤시아대로 165,032-726-2000,,http://oakwoodpremier.co.kr/,37.389143,126.644217,4.3,710,"https://www.google.com/maps/search/?api=1&query=37.389143,126.644217",호텔
283,宿泊施設,Accommodation,トウィクエン リゾート,Deowikeuaen Resort,더위크앤 리조트,地図データに明記,仁川広域市,Incheon,ヨンジョン区,Yeongjong-gu,인천 영종구 용유서로 379,032-745-0000,,https://www.theweekandresort.com/,37.450624,126.370757,3.8,727,"https://www.google.com/maps/search/?api=1&query=37.450624,126.370757","콘도,리조트"
284,宿泊施設,Accommodation,エボビュペンション,Ebeobyu Pension,에버뷰펜션,地図データに明記,仁川広域市,Incheon,ヨンジョン区,Yeongjong-gu,인천 영종구 용유서로348번길 16,010-3601-6265,,http://www.evervieww.com/,37.449912,126.375139,4.7,77,"https://www.google.com/maps/search/?api=1&query=37.449912,126.375139",유스호스텔
285,ペンション,Pension,プルレイハウンド,Peulleihaundeu,플레이하운드,地図データに明記,仁川広域市,Incheon,ヨンジョン区,Yeongjong-gu,인천 영종구 용유서로450번길 41-21,010-2068-8588,https://www.instagram.com/play.hound/,,37.459724,126.374924,5.0,34,"https://www.google.com/maps/search/?api=1&query=37.459724,126.374924",펜션
286,ペンション,Pension,ヘドゥンシルペンション,Haedungsil Pension,해둥실펜션,地図データに明記,仁川広域市,Incheon,ヨンジョン区,Yeongjong-gu,인천 영종구 큰무리로 36,,https://www.instagram.com/sundungsil/,,37.403434,126.409936,4.3,11,"https://www.google.com/maps/search/?api=1&query=37.403434,126.409936",펜션
287,ペンション,Pension,ロブルリペッ108愛犬ペンション,Reobeullipet 108 Dog Pension,러블리펫108애견펜션,店名から判断,仁川広域市,Incheon,オンジン郡,Ongjin-gun,인천 옹진군 영흥면 선재로 76-27,010-7375-2275,,http://www.lovely-pet108.co.kr,37.236478,126.530907,3.4,50,"https://www.google.com/maps/search/?api=1&query=37.236478,126.530907",펜션
288,ペンション,Pension,ロマスパペンション,Romaseupa Pension,로마스파펜션,地図データに明記,仁川広域市,Incheon,オンジン郡,Ongjin-gun,인천 옹진군 영흥면 선재로306번길 27-87,1833-9306,,http://romaspa.co.kr/,37.256318,126.518106,2.0,2,"https://www.google.com/maps/search/?api=1&query=37.256318,126.518106",펜션
289,ペンション,Pension,ミリネペッハウス,Mirinaepet House,미리내펫하우스,店名から判断,仁川広域市,Incheon,オンジン郡,Ongjin-gun,인천 옹진군 영흥면 영흥서로 477,010-4689-7882,,http://www.mirinaepet-house.com/,37.277952,126.456177,5.0,17,"https://www.google.com/maps/search/?api=1&query=37.277952,126.456177",펜션
290,ペンション,Pension,ステイトク 1ホジョム,Stay Dok 1 Hojeom,스테이독 1호점,地図データに明記,仁川広域市,Incheon,オンジン郡,Ongjin-gun,인천 옹진군 영흥면 선재로 264,010-8896-6560,https://www.instagram.com/staydog_,,37.250556,126.521825,3.7,16,"https://www.google.com/maps/search/?api=1&query=37.250556,126.521825",펜션
291,ペンション,Pension,ヨンフンドノウレンバダ愛犬同伴ペンション,Yeongheungdonoeuraenbada Dog Friendly Pension,영흥도노을앤바다애견동반펜션,店名から判断,仁川広域市,Incheon,オンジン郡,Ongjin-gun,인천 옹진군 영흥면 영흥서로 465-22,1833-9306,,https://sunset-sea.kr/,37.279308,126.457079,3.8,19,"https://www.google.com/maps/search/?api=1&query=37.279308,126.457079",펜션
292,宿泊施設,Accommodation,ハイプルレイムステイ,High Peulleim Stay,하이플레임스테이,地図データに明記,仁川広域市,Incheon,オンジン郡,Ongjin-gun,인천 옹진군 영흥면 선재로306번길 27-63,0502-5552-3400,,https://hiflame-stay.co.kr,37.256652,126.516997,,12,"https://www.google.com/maps/search/?api=1&query=37.256652,126.516997",숙박
293,キャンプ場,Campsite,ットゥッチアモ,Ttuttiamo,뚜띠아모,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,コフン郡,Goheung-gun,전남광주통합특별시 고흥군 동일면 성두구룡길 88,061-832-5555,,http://ttuttiamo.co.kr,34.524666,127.441056,5.0,50,"https://www.google.com/maps/search/?api=1&query=34.524666,127.441056","야영,캠핑장"
294,ペンション,Pension,アロセギダ,Arosaegida,아로새기다,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,コフン郡,Goheung-gun,전남광주통합특별시 고흥군 동강면 동강당곡길 139-48,010-8287-5142,https://www.instagram.com/arsgd_aro/,,34.800076,127.329462,5.0,48,"https://www.google.com/maps/search/?api=1&query=34.800076,127.329462",펜션
295,ペンション,Pension,コクソンギチャマウル 愛犬同伴ペンション,Gokseonggichamaeul Dog Friendly Pension,곡성기차마을 애견동반펜션,店名から判断,全南光州統合特別市,Jeonnam-Gwangju,コクソン郡,Gokseong-gun,전남광주통합특별시 곡성군 삼기면 곡순로 1043-40,,,,35.219271,127.231603,,37,"https://www.google.com/maps/search/?api=1&query=35.219271,127.231603",펜션
296,ペンション,Pension,ススガオク,Susugaok,수수가옥,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,コクソン郡,Gokseong-gun,전남광주통합특별시 곡성군 석곡면 연동길 67-1,010-6452-0902,https://www.instagram.com/susu_stay/,,35.165404,127.244923,,18,"https://www.google.com/maps/search/?api=1&query=35.165404,127.244923",펜션
297,ペンション,Pension,トランギル愛犬ペンション,Deurangil Dog Pension,들안길애견펜션,店名から判断,全南光州統合特別市,Jeonnam-Gwangju,クリェ郡,Gurye-gun,전남광주통합특별시 구례군 문척면 산치1길 1-40,010-3620-0051,,,35.144013,127.509824,4.6,16,"https://www.google.com/maps/search/?api=1&query=35.144013,127.509824",펜션
298,ペンション,Pension,スミョドル397ペンション,Seumyeodeul 397 Pension,스며들397펜션,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,クリェ郡,Gurye-gun,전남광주통합특별시 구례군 광의면 매천로 397,010-7726-1012,,https://blog.naver.com/smd397,35.261023,127.46686,5.0,25,"https://www.google.com/maps/search/?api=1&query=35.261023,127.46686",펜션
299,ペンション,Pension,マハンノンウォン,Mahannongwon,마한농원,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,ナジュ市,Naju-si,전남광주통합특별시 나주시 동방1길 35-12,0502-5553-7056,,https://booking.naver.com/booking/3/bizes/546560,34.97965,126.67861,5.0,19,"https://www.google.com/maps/search/?api=1&query=34.97965,126.67861",펜션
300,ペンション,Pension,クルミペンション,Gureumi Pension,구르미펜션,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,タミャン郡,Damyang-gun,전남광주통합특별시 담양군 월산면 오성내동길 72-5,010-4407-7820,,http://www.goormi.co.kr/,35.367046,126.957653,4.3,44,"https://www.google.com/maps/search/?api=1&query=35.367046,126.957653",펜션
301,ペンション,Pension,タミャン ピミルィムン愛犬一棟貸しペンション,Damyang Bimiruimun Dog Whole House Pension,담양 비밀의문애견독채펜션,店名から判断,全南光州統合特別市,Jeonnam-Gwangju,タミャン郡,Damyang-gun,전남광주통합특별시 담양군 월산면 월광로 326-20,,,,35.35586,126.970275,,2,"https://www.google.com/maps/search/?api=1&query=35.35586,126.970275",펜션
302,モーテル,Motel,ニュエボグリーンホテル,Nyuebeo Green Hotel,뉴에버그린호텔,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,モクポ市,Mokpo-si,전남광주통합특별시 목포시 하당남부로 59,061-285-1991,,,34.800398,126.430409,4.0,32,"https://www.google.com/maps/search/?api=1&query=34.800398,126.430409","여관,모텔"
303,ペンション,Pension,クンナイッドグ,Gunnaitdogeu,굿나잇도그,店名から判断,全南光州統合特別市,Jeonnam-Gwangju,ムアン郡,Muan-gun,전남광주통합특별시 무안군 청계면 복길로 164-21,010-2005-5774,,,34.900494,126.402199,,80,"https://www.google.com/maps/search/?api=1&query=34.900494,126.402199",펜션
304,ペンション,Pension,オベルマン愛犬プールヴィラ,Obereumang Dog Pool Villa,오베르망애견풀빌라,店名から判断,全南光州統合特別市,Jeonnam-Gwangju,ムアン郡,Muan-gun,전남광주통합특별시 무안군 망운면 청운로 857-10,02-899-7475,,http://오베르망.com,34.977575,126.379636,2.0,56,"https://www.google.com/maps/search/?api=1&query=34.977575,126.379636",펜션
305,ペンション,Pension,ヘンボクハンハルペンション,Haengbokhanharu Pension,행복한하루펜션,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,スンチョン市,Suncheon-si,전남광주통합특별시 순천시 대대2길 46-9,010-5610-1749,,http://www.happydayone.co.kr,34.892002,127.508982,5.0,5,"https://www.google.com/maps/search/?api=1&query=34.892002,127.508982",펜션
306,ペンション,Pension,ネモ愛犬同伴プールヴィラペンション,Nemo Dog Friendly Pool Villa Pension,네모애견동반풀빌라펜션,店名から判断,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 소라면 궁항길 115-14,010-6300-3766,,,34.778131,127.572108,,61,"https://www.google.com/maps/search/?api=1&query=34.778131,127.572108",펜션
307,ペンション,Pension,ヌッキム愛犬同伴 プールヴィラペンション,Neukkim Dog Friendly Pool Villa Pension,느낌애견동반 풀빌라펜션,店名から判断,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 돌산읍 계동로 426,1833-9306,,,34.672625,127.782177,5.0,34,"https://www.google.com/maps/search/?api=1&query=34.672625,127.782177",펜션
308,民宿,Minbak,ヴィレッジ ピオ,Village Pieo,빌리지 피어,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 돌산읍 계동로 393,010-2564-4440,https://www.instagram.com/p/CRvTE_rlzG7/,,34.66985,127.782649,5.0,89,"https://www.google.com/maps/search/?api=1&query=34.66985,127.782649",민박
309,民宿,Minbak,ソルゴジペンション,Solgoji Pension,솔고지펜션,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 화정면 백야로 156-82,010-6283-3026,,https://link.inpock.co.kr/solgoji,34.608538,127.639363,5.0,7,"https://www.google.com/maps/search/?api=1&query=34.608538,127.639363",민박
310,ペンション,Pension,ステイナンマン 愛犬プールヴィラ,Stay Nangman Dog Pool Villa,스테이낭만 애견풀빌라,店名から判断,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 돌산읍 평사로 499,010-8704-7441,,,34.663415,127.741345,4.5,173,"https://www.google.com/maps/search/?api=1&query=34.663415,127.741345",펜션
311,ペンション,Pension,ステイモン愛犬スパペンション,Stay Meong Dog Seupa Pension,스테이멍애견스파펜션,店名から判断,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 돌산읍 향일암로 717,1833-9306,,http://staymung.co.kr/,34.623969,127.791667,5.0,4,"https://www.google.com/maps/search/?api=1&query=34.623969,127.791667",펜션
312,ペンション,Pension,アンダンテスパペンション,Andanteseupa Pension,안단테스파펜션,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 돌산읍 평사로 335,010-9045-6606,,http://ysandante.co.kr/,34.655487,127.726844,5.0,19,"https://www.google.com/maps/search/?api=1&query=34.655487,127.726844",펜션
313,ペンション,Pension,ヨス カルペヂエムペンション,Yeosu Kareupediem Pension,여수 카르페디엠펜션,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 돌산읍 돌산로 673,010-8029-2827,,http://www.carpediemyeosu.com,34.59426,127.759607,5.0,17,"https://www.google.com/maps/search/?api=1&query=34.59426,127.759607",펜션
314,ペンション,Pension,ヨスガジョクペンション&愛犬ペンション&タンチェペンション&チョンウォニイェップン一棟貸しペンション,Yeosugajok Pension & Dog Pension & Danche Pension & Jeongwoniyeppeun Whole House Pension,여수가족펜션&애견펜션&단체펜션&정원이예쁜독채펜션,店名から判断,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 학동서4길 39,010-5691-7527,,http://여수단체독채펜션.kr,34.763674,127.658032,4.8,4,"https://www.google.com/maps/search/?api=1&query=34.763674,127.658032",펜션
315,ペンション,Pension,ヨスナンマン愛犬ペンション,Yeosunangman Dog Pension,여수낭만애견펜션,店名から判断,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 돌산읍 평사로 499,,,,34.663415,127.741338,1.7,59,"https://www.google.com/maps/search/?api=1&query=34.663415,127.741338",펜션
316,ペンション,Pension,ヨスダオム,Yeosudaom,여수다옴,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 돌산읍 돌산로 3090,061-642-1056,,http://yeosudaom.kr,34.698741,127.762461,5.0,2,"https://www.google.com/maps/search/?api=1&query=34.698741,127.762461",펜션
317,ペンション,Pension,ヨスデンデンイ 愛犬カジョクペンション コルド,Yeosudaengdaengi Dog Gajok Pension Goldeu,여수댕댕이 애견가족펜션 골드,店名から判断,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 돌산읍 평사로 481,1833-9306,,https://www.ysea.co.kr/,34.66234,127.73983,2.0,39,"https://www.google.com/maps/search/?api=1&query=34.66234,127.73983",펜션
318,ペンション,Pension,ヨスドグポルスン愛犬ペンション,Yeosudogeupeolseun Dog Pension,여수도그펄슨애견펜션,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 돌산읍 마상포길 39-2,010-5325-0611,,http://www.dogpulson.co.kr,34.710526,127.768397,5.0,141,"https://www.google.com/maps/search/?api=1&query=34.710526,127.768397",펜션
319,ペンション,Pension,ヨスミュジコルハウス,Yeosumyujikeol House,여수뮤지컬하우스,地図データに明記,全南光州統合特別市,Jeonnam-Gwangju,ヨス市,Yeosu-si,전남광주통합특별시 여수시 율촌면 두언길 106-31,061-692-6900,,http://musicalhouse.co.kr,34.829071,127.535713,5.0,289,"https://www.google.com/maps/search/?api=1&query=34.829071,127.535713",펜션
