No,種別/Kind,店名(日本語読み),Name (English),店名(ハングル),ジャンル(日),Cuisine (EN),料理(日),Dishes (EN),犬の同伴,テラス席/Terrace,最寄り駅(日),Nearest station (EN),駅まで(m),広域自治体(日),Region (EN),市郡区(日),City/District (EN),エリア(日),Area (EN),住所(ハングル),電話,Instagram,公式サイト,緯度,経度,位置精度,評価,口コミ数,業態,Googleマップ,NAVERマップ,DiningCode,カテゴリ原文(韓)
973,ごはん/Meal,ハルリウッド ヘングンドン,Halli Wood Haenggungdong,할리우드 행궁동,ブランチ,Brunch,ブランチ,Brunch,店内OK / Indoors OK,あり/Yes,,,,京畿道,Gyeonggi-do,スウォン市パルダル区,Suwon-si Paldal-gu,シンプンドン,Sinpung-dong,경기도 수원시 팔달구 신풍로23번길 4 2층 안쪽,,,,37.283329,127.014379,店舗単位,4,6,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.283329,127.014379",https://map.naver.com/p/search/할리우드%20행궁동%20경기도%20수원시%20팔달구%20신풍로23번길%204%202층%20안쪽,https://www.diningcode.com/profile.php?rid=EHH8vbQ4TvZK,브런치
974,カフェ/Cafe,ヘングンドン イプコーヒー,Haenggungdong Ipeu Coffee,행궁동 이프커피,コーヒー専門,Specialty Coffee,カフェ・コーヒー,"Cafe, Coffee",店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,スウォン市パルダル区,Suwon-si Paldal-gu,シンプンドン,Sinpung-dong,경기도 수원시 팔달구 정조로861번길 10 2층,0503-7154-1715,https://www.instagram.com/eef.coffee,,37.284869,127.01518,店舗単位,5,1,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.284869,127.01518",https://map.naver.com/p/search/행궁동%20이프커피%20경기도%20수원시%20팔달구%20정조로861번길%2010%202층,https://www.diningcode.com/profile.php?rid=yrrYgJhyTM8I,"카페, coffee"
975,カフェ/Cafe,ホストコーヒー ヘングンドン,Hirst,허스트커피 행궁동,ベーカリー,Bakery,カフェ・スコーン,"Cafe, Scone",店内OK / Indoors OK,あり/Yes,,,,京畿道,Gyeonggi-do,スウォン市パルダル区,Suwon-si Paldal-gu,シンプンドン,Sinpung-dong,경기도 수원시 팔달구 화서문로48번길 6,0503-7152-0602,https://www.instagram.com/hirstcoffeesuwon/,,37.285088,127.013323,店舗単位,4.4,18,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.285088,127.013323",https://map.naver.com/p/search/허스트커피%20행궁동%20경기도%20수원시%20팔달구%20화서문로48번길%206,https://www.diningcode.com/profile.php?rid=4xH6EGOPbTPX,"카페, 스콘"
976,ごはん/Meal,コモカセ シフン,Gomokase Siheung,고모카세 시흥,バー・居酒屋,Bar & Pub,居酒屋・マッコリ,"Bar, Makgeolli",店内OK / Indoors OK,なし/No,シフンヌンゴク（始興陵谷）,Siheung Neunggok,290,京畿道,Gyeonggi-do,シフン市,Siheung-si,ヌンゴクドン,Neunggok-dong,경기도 시흥시 승지로60번길 12 . 1층 108호,0503-7151-3278,,,37.368811,126.811673,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.368811,126.811673",https://map.naver.com/p/search/고모카세%20시흥%20경기도%20시흥시%20승지로60번길%2012%20.%201층%20108호,https://www.diningcode.com/profile.php?rid=Kjdjoaptf2DZ,"술집, 막걸리"
977,カフェ/Cafe,グリーンエンコ,ttc,그린앤코,カフェ,Cafe,カフェ・ノクチャ,"Cafe, Nokcha",店内OK / Indoors OK,あり/Yes,オイド（烏耳島）,Oido,980,京畿道,Gyeonggi-do,シフン市,Siheung-si,ペゴッドン,Baegot-dong,경기도 시흥시 서울대학로278번길 61 T동 3층 346호,,,,37.368166,126.730675,店舗単位,4.6,9,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.368166,126.730675",https://map.naver.com/p/search/그린앤코%20경기도%20시흥시%20서울대학로278번길%2061%20T동%203층%20346호,https://www.diningcode.com/profile.php?rid=6P7BwnBZqOwp,"카페, 녹차"
978,ごはん/Meal,ナソン,Naseon,나선,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チャンゴクドン,Janggok-dong,경기도 시흥시 인선길 46,,,,37.377556,126.783525,建物単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.377556,126.783525",https://map.naver.com/p/search/나선%20경기도%20시흥시%20인선길%2046,,
979,ごはん/Meal,タイノ ムルァンジョム,Daineo Murwangjeom,다이너 물왕점,イタリアン,Italian,パスタ・レストラン,"Pasta, Restaurant",店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,サンヒョンドン,Sanhyeon-dong,경기도 시흥시 목감전원로 32 2층 201호,0507-1316-7915,,http://diner.kr,37.376918,126.843276,店舗単位,4.6,6,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.376918,126.843276",https://map.naver.com/p/search/다이너%20물왕점%20경기도%20시흥시%20목감전원로%2032%202층%20201호,https://www.diningcode.com/profile.php?rid=qM58E1KYajPb,"파스타, 레스토랑"
980,ごはん/Meal,テムルスサン オイドボンジョム,Daemulsusan Oidobonjeom,대물수산 오이도본점,レストラン,Restaurant,チョゲッチム・ッチュックミシャブシャブ,"Jogaejjim, Jjukkumisyabeusyabeu",店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,경기도 시흥시 오이도로 207-1 1층,0507-1380-9698,,,37.342402,126.686864,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.342402,126.686864",https://map.naver.com/p/search/대물수산%20오이도본점%20경기도%20시흥시%20오이도로%20207-1%201층,https://www.diningcode.com/profile.php?rid=iTh3ZTfBxS3Z,"조개찜, 쭈꾸미샤브샤브"
981,カフェ/Cafe,ロアコーヒー,Roa Coffee,로아커피,コーヒー専門,Specialty Coffee,カフェ,Cafe,店内OK / Indoors OK,あり/Yes,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,경기도 시흥시 오이도로 207 1.2.3층,010-4572-3661,https://www.instagram.com/roacoffee_oido,,37.342512,126.686903,店舗単位,4.6,12,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.342512,126.686903",https://map.naver.com/p/search/로아커피%20경기도%20시흥시%20오이도로%20207%201.2.3층,https://www.diningcode.com/profile.php?rid=Abnl1H7EL0je,카페
982,カフェ/Cafe,ロアコーヒー,Roa Coffee,로아커피,コーヒー専門,Specialty Coffee,カフェ,Cafe,店内OK / Indoors OK,あり/Yes,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,경기도 시흥시 오이도로 207 1.2.3층,010-4572-3661,https://www.instagram.com/roacoffee_oido,,37.342512,126.686903,店舗単位,4.6,12,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.342512,126.686903",https://map.naver.com/p/search/로아커피%20경기도%20시흥시%20오이도로%20207%201.2.3층,https://www.diningcode.com/profile.php?rid=Abnl1H7EL0je,카페
983,カフェ/Cafe,ロアコーヒー オイド,Roa Coffee Oido,로아커피 오이도,スイーツ,Sweets,カフェ・デザート,"Cafe, Dessert",店内OK / Indoors OK,あり/Yes,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,경기도 시흥시 오이도로 207 1.2.3층,010-4572-3661,https://www.instagram.com/roacoffee_oido,,37.342512,126.686903,店舗単位,4.6,12,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.342512,126.686903",https://map.naver.com/p/search/로아커피%20오이도%20경기도%20시흥시%20오이도로%20207%201.2.3층,https://www.diningcode.com/profile.php?rid=Abnl1H7EL0je,"카페, 디저트"
984,カフェ/Cafe,マンジュリア,Manjyuria,만쥬리아,スイーツ,Sweets,デザート・クンゴグマ,"Dessert, Gungoguma",店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョナムドン,Jonam-dong,경기도 시흥시 수도권제1순환고속도로 105,,,,37.383815,126.855471,店舗単位,4.7,3,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.383815,126.855471",https://map.naver.com/p/search/만쥬리아%20경기도%20시흥시%20수도권제1순환고속도로%20105,https://www.diningcode.com/profile.php?rid=PlqtD35EqHsu,"디저트, 군고구마"
985,ごはん/Meal,パベキュファクトリー コブクソムジョム,Babekyu Factory Geobukseomjeom,바베큐팩토리 거북섬점,レストラン,Restaurant,パベキュ,Babekyu,店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,경기도 시흥시 거북섬서로 45 MTV 유통 2제 2종근생,0507-1469-5121,https://www.instagram.com/woodyss.bbq/,,37.330182,126.677571,店舗単位,4,1,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.330182,126.677571",https://map.naver.com/p/search/바베큐팩토리%20거북섬점%20경기도%20시흥시%20거북섬서로%2045%20MTV%20유통%202제%202종근생,https://www.diningcode.com/profile.php?rid=EN40NM9FjOBF,바베큐
986,カフェ/Cafe,ペゴダッチ,Baegodatti,배곧아띠,コーヒー専門,Specialty Coffee,カフェ・コーヒー,"Cafe, Coffee",店内OK / Indoors OK,あり/Yes,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,ペゴッドン,Baegot-dong,경기도 시흥시 배곧4로 32-33 파크뷰2 301호 배곧아띠,031-431-7942,https://www.instagram.com/baegotahtty,,37.377977,126.724745,店舗単位,4.1,7,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.377977,126.724745",https://map.naver.com/p/search/배곧아띠%20경기도%20시흥시%20배곧4로%2032-33%20파크뷰2%20301호%20배곧아띠,https://www.diningcode.com/profile.php?rid=664VPZooDd8h,"카페, 커피"
987,カフェ/Cafe,ブルーウェイブコーヒー シフンゴブクソムェイブパークチョム,Blue Weibeu Coffee Siheunggeobukseomweibeu Park Jeom,블루웨이브커피 시흥거북섬웨이브파크점,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,あり/Yes,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,경기도 시흥시 거북섬4길 14,,,,37.322723,126.682783,店舗単位,4.3,8,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.322723,126.682783",https://map.naver.com/p/search/블루웨이브커피%20시흥거북섬웨이브파크점%20경기도%20시흥시%20거북섬4길%2014,https://www.diningcode.com/profile.php?rid=VvLAZ2aQH2sj,"커피, 카페"
988,ごはん/Meal,ッポクシクダン ペゴッジョム,Ppoksikdang Baegotjeom,뽁식당 배곧점,イタリアン,Italian,パスタ・ステーキ,"Pasta, Steak",店内OK / Indoors OK,なし/No,オイド（烏耳島）,Oido,1220,京畿道,Gyeonggi-do,シフン市,Siheung-si,ペゴッドン,Baegot-dong,경기도 시흥시 서울대학로264번길 25 블루동 2층 뽁식당,0507-1398-1922,https://www.instagram.com/bbok__baegot/,,37.368367,126.72734,店舗単位,4.5,16,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.368367,126.72734",https://map.naver.com/p/search/뽁식당%20배곧점%20경기도%20시흥시%20서울대학로264번길%2025%20블루동%202층%20뽁식당,https://www.diningcode.com/profile.php?rid=CjKAUxpBB7f7,"파스타, 스테이크"
989,ごはん/Meal,ソンガネグムサンサムギェタン シフン,Songganegeumsansamgyetang Siheung,송가네금산삼계탕 시흥,レストラン,Restaurant,サムギェタン・タクボックムタン,"Samgyetang, Dakbokkeumtang",店内OK / Indoors OK,なし/No,シンチョン（新川）,Sincheon,490,京畿道,Gyeonggi-do,シフン市,Siheung-si,シンチョンドン,Sincheon-dong,경기도 시흥시 신천3길 46 1층 일부호 송가네금산삼계탕,,,,37.438858,126.78125,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.438858,126.78125",https://map.naver.com/p/search/송가네금산삼계탕%20시흥%20경기도%20시흥시%20신천3길%2046%201층%20일부호%20송가네금산삼계탕,https://www.diningcode.com/profile.php?rid=PtNDnLB0w6YX,"삼계탕, 닭볶음탕"
990,カフェ/Cafe,エルリ シフンベゴッジョム,Elli Siheungbaegotjeom,엘리 시흥배곧점,スイーツ,Sweets,カフェ・デザート,"Cafe, Dessert",店内OK / Indoors OK,なし/No,オイド（烏耳島）,Oido,1360,京畿道,Gyeonggi-do,シフン市,Siheung-si,ペゴッドン,Baegot-dong,경기도 시흥시 서울대학로278번길 8 1층 B-116호 시흥배곧아브뉴프랑 센트럴 레드,,,,37.36966,126.726545,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.36966,126.726545",https://map.naver.com/p/search/엘리%20시흥배곧점%20경기도%20시흥시%20서울대학로278번길%208%201층%20B-116호%20시흥배곧아브뉴프랑%20센트럴%20레드,https://www.diningcode.com/profile.php?rid=WEoE0OYx6MeW,"카페, 디저트"
991,ごはん/Meal,オイドスサンムルジクパンジャン,Oidosusanmuljikpanjang,오이도수산물직판장,レストラン,Restaurant,フェッジプ・スサン,"Hoetjip, Susan",店内OK / Indoors OK,あり/Yes,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,경기도 시흥시 오이도로 167,,,,37.345894,126.688191,店舗単位,4.7,2,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.345894,126.688191",https://map.naver.com/p/search/오이도수산물직판장%20경기도%20시흥시%20오이도로%20167,https://www.diningcode.com/profile.php?rid=DIVdzohJ6kob,"횟집, 수산"
992,ごはん/Meal,オイドジョゲ92,Oidojogae 92,오이도조개92,レストラン,Restaurant,チョゲグイ・センセウ,"Jogaegui, Saengsaeu",店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,경기도 시흥시 오이도로 135,0502-5551-8031,,https://blog.naver.com/52do92,37.348198,126.689174,店舗単位,3.9,24,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.348198,126.689174",https://map.naver.com/p/search/오이도조개92%20경기도%20시흥시%20오이도로%20135,https://www.diningcode.com/profile.php?rid=Z9b3GPTy5lAC,"조개구이, 생새우"
993,ごはん/Meal,イッパイ シフン,Ippai Siheung,이빠이 시흥,日本料理,Japanese,居酒屋・チョルパニョリ,"Izakaya, Cheolpanyori",店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョナムドン,Jonam-dong,경기도 시흥시 목감남서로 9-7 104호,,,,37.377597,126.851597,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.377597,126.851597",https://map.naver.com/p/search/이빠이%20시흥%20경기도%20시흥시%20목감남서로%209-7%20104호,https://www.diningcode.com/profile.php?rid=ifdIdvgUExBx,"이자카야, 철판요리"
994,ごはん/Meal,インユアコーナー コブクソム,In Your Corner Geobukseom,인유어코너 거북섬,ブランチ,Brunch,カフェ・ブランチカフェ,"Cafe, Brunch Cafe",店内OK / Indoors OK,あり/Yes,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,경기도 시흥시 거북섬2길 25 퍼스트에비뉴2차 5층 505호,010-9594-3985,https://instagram.com/inyourcorner__,,37.327321,126.676837,店舗単位,5,8,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.327321,126.676837",https://map.naver.com/p/search/인유어코너%20거북섬%20경기도%20시흥시%20거북섬2길%2025%20퍼스트에비뉴2차%205층%20505호,https://www.diningcode.com/profile.php?rid=mmOMgh5zVkxH,"카페, 브런치카페"
995,ごはん/Meal,チョゲ88 オイド,Jogae 88 Oido,조개88 오이도,レストラン,Restaurant,チョゲグイ・チョゲジョンゴル,"Jogaegui, Jogaejeongol",店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,경기도 시흥시 오이도로 131 오이도 조개88,010-5854-5031,,,37.348133,126.689656,店舗単位,5,7,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.348133,126.689656",https://map.naver.com/p/search/조개88%20오이도%20경기도%20시흥시%20오이도로%20131%20오이도%20조개88,https://www.diningcode.com/profile.php?rid=xyEeAHschTos,"조개구이, 조개전골"
996,ごはん/Meal,チョゲポチャ,Jogaepocha,조개포차,バー・居酒屋,Bar & Pub,,,店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,경기도 시흥시 오이도로 215,010-5568-7574,,https://www.facebook.com/whrovhck,37.341831,126.686651,建物単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.341831,126.686651",https://map.naver.com/p/search/조개포차%20경기도%20시흥시%20오이도로%20215,,
997,ごはん/Meal,チョンチュンジョゲ ピョルグァン,Cheongchunjogae Byeolgwan,청춘조개 별관,レストラン,Restaurant,チョゲグイ,Jogaegui,店内OK / Indoors OK,あり/Yes,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,"경기 시흥시 오이도로 197 1,2층",,,,37.343408,126.68723,店舗単位,4.8,29,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.343408,126.68723","https://map.naver.com/p/search/청춘조개%20별관%20경기%20시흥시%20오이도로%20197%201,2층",https://www.diningcode.com/profile.php?rid=dnKumzpgUlod,조개구이
998,ごはん/Meal,チョンチュンジョゲ ピョルグァン,Cheongchunjogae Byeolgwan,청춘조개 별관,レストラン,Restaurant,チョゲグイ,Jogaegui,店内OK / Indoors OK,あり/Yes,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,"경기 시흥시 오이도로 197 1,2층",010-5818-3719,,,37.343408,126.68723,店舗単位,4.8,29,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.343408,126.68723","https://map.naver.com/p/search/청춘조개%20별관%20경기%20시흥시%20오이도로%20197%201,2층",https://www.diningcode.com/profile.php?rid=dnKumzpgUlod,조개구이
999,ごはん/Meal,チョンチュンジョゲ ピョルグァン オイド,Cheongchunjogae Byeolgwan Oido,청춘조개 별관 오이도,レストラン,Restaurant,チョゲグイ・チョゲグイムハルリピル,"Jogaegui, Jogaeguimuhallipil",店内OK / Indoors OK,あり/Yes,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,"경기 시흥시 오이도로 197 1,2층",,,,37.343408,126.68723,店舗単位,4.8,29,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.343408,126.68723","https://map.naver.com/p/search/청춘조개%20별관%20오이도%20경기%20시흥시%20오이도로%20197%201,2층",https://www.diningcode.com/profile.php?rid=dnKumzpgUlod,"조개구이, 조개구이무한리필"
1000,カフェ/Cafe,カフェ ピクニク コブクソムジョム,Picnic,카페 피크닉 거북섬점,ジェラート・かき氷,Gelato & Ice,かき氷・マンゴーかき氷,"Bingsu, Mango Bingsu",店内OK / Indoors OK,あり/Yes,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,경기도 시흥시 거북섬둘레길 34 더오션2 104호,0507-1383-9108,https://www.instagram.com/cafepicnic1104_dessert/,,37.324643,126.678943,店舗単位,4.7,8,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.324643,126.678943",https://map.naver.com/p/search/카페%20피크닉%20거북섬점%20경기도%20시흥시%20거북섬둘레길%2034%20더오션2%20104호,https://www.diningcode.com/profile.php?rid=SRrsXUwSJyom,"빙수, 망고빙수"
1001,カフェ/Cafe,カフェトゥスロウ,Cafe Tu Slow,카페투슬로우,カフェ,Cafe,,,店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,경기도 시흥시 오이도로 229,010-5583-5714,,,37.3442,126.68727,通り単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.3442,126.68727",https://map.naver.com/p/search/카페투슬로우%20경기도%20시흥시%20오이도로%20229,,
1002,カフェ/Cafe,トゥスロウコーヒー オイド,Tu Slow Coffee Oido,투슬로우커피 오이도,コーヒー専門,Specialty Coffee,カフェ・コーヒー,"Cafe, Coffee",店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,경기도 시흥시 오이도로 229 1층,010-5583-5714,,,37.341286,126.687099,店舗単位,3.5,3,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.341286,126.687099",https://map.naver.com/p/search/투슬로우커피%20오이도%20경기도%20시흥시%20오이도로%20229%201층,https://www.diningcode.com/profile.php?rid=6io85HpvUeSm,"카페, 커피"
1003,カフェ/Cafe,パビエエンカフェパウ,Pabieaen Cafe Pau,파비에앤카페파우,カフェ,Cafe,,,店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,モクガムドン,Mokgam-dong,경기도 시흥시 목감우회로 39,,,,37.381908,126.860293,建物単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.381908,126.860293",https://map.naver.com/p/search/파비에앤카페파우%20경기도%20시흥시%20목감우회로%2039,,
1004,ごはん/Meal,プルルクガドニアゴブクソムジョム,Peullukeugadeuniageobukseomjeom,플루크가드니아거북섬점,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョンワンドン,Jeongwang-dong,경기도 시흥시 거북섬둘레길 10,031-8042-2365,,,37.324695,126.676555,建物単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.324695,126.676555",https://map.naver.com/p/search/플루크가드니아거북섬점%20경기도%20시흥시%20거북섬둘레길%2010,,
1005,カフェ/Cafe,ハヌルヒュゲソトゥッソム,Haneulhyugesotusseom,하늘휴게소투썸,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チョナムドン,Jonam-dong,경기도 시흥시 수도권제1순환고속도로 105,070-4113-6361,,https://www.twosome.co.kr,37.383853,126.855601,建物単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.383853,126.855601",https://map.naver.com/p/search/하늘휴게소투썸%20경기도%20시흥시%20수도권제1순환고속도로%20105,,
1006,カフェ/Cafe,ハイモンモン,High Mongmong,하이몽몽,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,,,,京畿道,Gyeonggi-do,シフン市,Siheung-si,チャンゴクドン,Janggok-dong,경기도 시흥시 인선1길 8,,https://www.instagram.com/hi._mongmong,,37.382826,126.782224,地区中心,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.382826,126.782224",https://map.naver.com/p/search/하이몽몽%20경기도%20시흥시%20인선1길%208,,
1007,カフェ/Cafe,ニュテプ,Nyutep,뉴텝,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,チュンアン（中央）,Jungang,730,京畿道,Gyeonggi-do,アンサン市タヌォン区,Ansan-si Danwon-gu,コジャンドン,Gojan-dong,경기도 안산시 단원구 광덕3로 135-14,031-405-2500,https://www.instagram.com/newtab_ansan/,,37.31246,126.831642,通り単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.31246,126.831642",https://map.naver.com/p/search/뉴텝%20경기도%20안산시%20단원구%20광덕3로%20135-14,,
1008,ごはん/Meal,タイノ アンサンジュンアンジョム,Daineo Ansanjungangjeom,다이너 안산중앙점,イタリアン,Italian,パスタ・レストラン,"Pasta, Restaurant",店内OK / Indoors OK,なし/No,チュンアン（中央）,Jungang,290,京畿道,Gyeonggi-do,アンサン市タヌォン区,Ansan-si Danwon-gu,コジャンドン,Gojan-dong,경기도 안산시 단원구 고잔2길 45 코스모프라자 201호 다이너 안산중앙점,,,https://app.catchtable.co.kr/ct/shop/diner_ansan,37.317798,126.83614,店舗単位,3,1,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.317798,126.83614",https://map.naver.com/p/search/다이너%20안산중앙점%20경기도%20안산시%20단원구%20고잔2길%2045%20코스모프라자%20201호%20다이너%20안산중앙점,https://www.diningcode.com/profile.php?rid=nzsKRmPsQzdA,"파스타, 레스토랑"
1009,ごはん/Meal,タイキフィンゴレ アンサン,Daikihuingorae Ansan,다이키흰고래 안산,バー・居酒屋,Bar & Pub,料理居酒屋・サーモン,"Gastropub, Salmon",店内OK / Indoors OK,なし/No,チュンアン（中央）,Jungang,400,京畿道,Gyeonggi-do,アンサン市タヌォン区,Ansan-si Danwon-gu,コジャンドン,Gojan-dong,경기도 안산시 단원구 이삭2길 65 101호,010-4150-3182,https://www.instagram.com/daiki_white_whale/,,37.312424,126.838365,店舗単位,4,4,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.312424,126.838365",https://map.naver.com/p/search/다이키흰고래%20안산%20경기도%20안산시%20단원구%20이삭2길%2065%20101호,https://www.diningcode.com/profile.php?rid=WUpLmWkGjSLG,"요리주점, 연어"
1010,カフェ/Cafe,モンファウォン アンサン,Monghwawon Ansan,몽화원 안산,ベーカリー,Bakery,ベーカリー・デザート,"Bakery, Dessert",店内OK / Indoors OK,なし/No,チュンアン（中央）,Jungang,410,京畿道,Gyeonggi-do,アンサン市タヌォン区,Ansan-si Danwon-gu,コジャンドン,Gojan-dong,경기도 안산시 단원구 이삭2길 55-1 102호,,,,37.312494,126.837074,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.312494,126.837074",https://map.naver.com/p/search/몽화원%20안산%20경기도%20안산시%20단원구%20이삭2길%2055-1%20102호,https://www.diningcode.com/profile.php?rid=p5AXxf2Ifez3,"베이커리, 디저트"
1011,ごはん/Meal,ッポクシクダン アンサン,Ppoksikdang Ansan,뽁식당 안산,イタリアン,Italian,パスタ・ステーキ,"Pasta, Steak",店内OK / Indoors OK,なし/No,コジャン（古桟）,Gojan,890,京畿道,Gyeonggi-do,アンサン市タヌォン区,Ansan-si Danwon-gu,コジャンドン,Gojan-dong,"경기도 안산시 단원구 광덕대로 151 101,102호",0507-1304-8345,,https://copassion.co.kr/bboksikdang,37.310235,126.828805,店舗単位,4.1,16,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.310235,126.828805","https://map.naver.com/p/search/뽁식당%20안산%20경기도%20안산시%20단원구%20광덕대로%20151%20101,102호",https://www.diningcode.com/profile.php?rid=VY0aGU3eQWgM,"파스타, 스테이크"
1012,ごはん/Meal,スミカツ アンサンゴジャンボンジョム,Seumi Katsu Ansangojanbonjeom,스미카츠 안산고잔본점,日本料理,Japanese,カツ・とんかつ,"Katsu, Tonkatsu",店内OK / Indoors OK,なし/No,チュンアン（中央）,Jungang,760,京畿道,Gyeonggi-do,アンサン市タヌォン区,Ansan-si Danwon-gu,コジャンドン,Gojan-dong,경기도 안산시 단원구 광덕대로 174 제221호 c동 2층,,,,37.312205,126.831362,店舗単位,4,3,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.312205,126.831362",https://map.naver.com/p/search/스미카츠%20안산고잔본점%20경기도%20안산시%20단원구%20광덕대로%20174%20제221호%20c동%202층,https://www.diningcode.com/profile.php?rid=DHAnQo2lS52E,"카츠, 돈까스"
