No,種別(日),Type (EN),名称(日本語読み),Name (English),名称(ハングル),24時間,市郡区(日),District (EN),住所(ハングル),電話,Instagram,公式サイト,緯度,経度,評価,口コミ数,Googleマップ,カテゴリ原文(韓)
979,動物病院,Veterinary clinic,ヒルスターウン動物病院,Hil Star Un Animal Hospital,힐스타운동물병원,,中区,Jung-gu,서울 중구 다산로 32,0503-7151-7999,,,37.547698,127.008459,5.0,7,"https://www.google.com/maps/search/?api=1&query=37.547698,127.008459",동물병원
980,動物病院,Veterinary clinic,クムナン 動物病院,Geumnan Animal Hospital,금란 동물병원,,中浪区,Jungnang-gu,서울 중랑구 용마산로 532,02-492-7582,,https://blog.naver.com/vca55,37.598453,127.100601,3.5,43,"https://www.google.com/maps/search/?api=1&query=37.598453,127.100601",동물병원
981,動物病院,Veterinary clinic,タクトモン動物病院,Dakteomeong Animal Hospital,닥터멍동물병원,,中浪区,Jungnang-gu,서울 중랑구 상봉로 17,02-439-7582,,https://blog.naver.com/dm5547505/,37.587492,127.094133,4.3,540,"https://www.google.com/maps/search/?api=1&query=37.587492,127.094133",동물병원
982,動物病院,Veterinary clinic,タクトアイペッ動物病院,Dakteoaipet Animal Hospital,닥터아이펫동물병원,,中浪区,Jungnang-gu,서울 중랑구 망우로 315,02-2208-0329,,http://pf.kakao.com/_Nsiws,37.597166,127.087464,,3,"https://www.google.com/maps/search/?api=1&query=37.597166,127.087464",동물병원
983,動物病院,Veterinary clinic,レミ動物病院,Remi Animal Hospital,레미동물병원,,中浪区,Jungnang-gu,서울 중랑구 동일로 593,02-470-4707,,,37.583349,127.079465,,1,"https://www.google.com/maps/search/?api=1&query=37.583349,127.079465",동물병원
984,動物病院,Veterinary clinic,ロヤル動物メディカルセンター ポヌォン,Royal Animal Medical Center Bonwon,로얄동물메디컬센터 본원,,中浪区,Jungnang-gu,서울 중랑구 동일로 640,02-494-7582,,http://royalamc.com,37.587509,127.080264,,953,"https://www.google.com/maps/search/?api=1&query=37.587509,127.080264",동물병원
985,動物病院,Veterinary clinic,ロヤル動物ウェグァススルセンター,Royal Animal Oegwasusul Center,로얄동물외과수술센터,,中浪区,Jungnang-gu,서울 중랑구 동일로 640,070-8660-0936,,,37.587509,127.080264,,0,"https://www.google.com/maps/search/?api=1&query=37.587509,127.080264",동물병원
986,動物病院,Veterinary clinic,ロヤレイアルッシ チュンファジジョム,Royareialssi Junghwajijeom,로얄에이알씨 중화지점,,中浪区,Jungnang-gu,서울 중랑구 망우로 247,02-2208-7533,,,37.595424,127.079997,,0,"https://www.google.com/maps/search/?api=1&query=37.595424,127.079997",동물병원
987,動物病院,Veterinary clinic,ミョンモク動物病院,Myeonmok Animal Hospital,면목동물병원,,中浪区,Jungnang-gu,서울 중랑구 사가정로 363,02-437-7579,,,37.581184,127.084914,3.5,1,"https://www.google.com/maps/search/?api=1&query=37.581184,127.084914",동물병원
988,動物病院,Veterinary clinic,モル動物医療センター,Moru Animal Medical Center,모루동물의료센터,,中浪区,Jungnang-gu,서울 중랑구 망우로 373,02-2038-7533,,http://www.moruamc.com/landing.php,37.598631,127.093643,4.4,101,"https://www.google.com/maps/search/?api=1&query=37.598631,127.093643",동물병원
989,動物病院,Veterinary clinic,ポダム動物病院,Bodam Animal Hospital,보담동물병원,,中浪区,Jungnang-gu,서울 중랑구 용마산로 434,02-494-7775,,http://blog.naver.com/vet10018,37.589947,127.097379,4.0,1,"https://www.google.com/maps/search/?api=1&query=37.589947,127.097379",동물병원
990,動物病院,Veterinary clinic,ポラム動物病院,Boram Animal Hospital,보람동물병원,,中浪区,Jungnang-gu,서울 중랑구 면목로 269,02-434-5465,,,37.576946,127.085796,2.7,1,"https://www.google.com/maps/search/?api=1&query=37.576946,127.085796",동물병원
991,動物病院,Veterinary clinic,サンドル動物病院,Sandeul Animal Hospital,산들동물병원,,中浪区,Jungnang-gu,서울 중랑구 용마산로 670,02-435-7582,,https://pf.kakao.com/_xgDxexmG,37.609931,127.101319,,6,"https://www.google.com/maps/search/?api=1&query=37.609931,127.101319",동물병원
992,動物病院,Veterinary clinic,ソンジ動物病院,Seongji Animal Hospital,성지동물병원,,中浪区,Jungnang-gu,서울 중랑구 면목로 311,,,,37.579874,127.087792,4.0,3,"https://www.google.com/maps/search/?api=1&query=37.579874,127.087792",동물병원
993,動物病院,Veterinary clinic,セジン動物病院,Sejin Animal Hospital,세진동물병원,,中浪区,Jungnang-gu,서울 중랑구 망우로 415,,,,37.599662,127.098327,,3,"https://www.google.com/maps/search/?api=1&query=37.599662,127.098327",동물병원
994,動物病院,Veterinary clinic,スプソク動物病院,Supsok Animal Hospital,숲속동물병원,,中浪区,Jungnang-gu,서울 중랑구 겸재로 207,02-492-9303,,,37.589228,127.0906,3.0,1,"https://www.google.com/maps/search/?api=1&query=37.589228,127.0906",동물병원
995,動物病院,Veterinary clinic,シンネ動物病院,Sinnae Animal Hospital,신내동물병원,,中浪区,Jungnang-gu,서울 중랑구 봉화산로 103,02-3422-0001,,,37.602722,127.085769,4.3,3,"https://www.google.com/maps/search/?api=1&query=37.602722,127.085769",동물병원
996,動物病院,Veterinary clinic,アイボム動物病院,Aibom Animal Hospital,아이봄동물병원,,中浪区,Jungnang-gu,서울 중랑구 신내로 66,02-433-7515,,http://blog.naver.com/ibomah,37.605049,127.095627,3.7,6,"https://www.google.com/maps/search/?api=1&query=37.605049,127.095627",동물병원
997,動物病院,Veterinary clinic,エンジェル動物病院,Enjel Animal Hospital,엔젤동물병원,,中浪区,Jungnang-gu,서울 중랑구 겸재로 187,02-435-0166,,,37.588804,127.08836,4.0,2,"https://www.google.com/maps/search/?api=1&query=37.588804,127.08836",동물병원
998,動物病院,Veterinary clinic,チュヨン動物病院,Juyeon Animal Hospital,주연동물병원,,中浪区,Jungnang-gu,서울 중랑구 면목로 273,,,,37.577295,127.085702,5.0,1,"https://www.google.com/maps/search/?api=1&query=37.577295,127.085702",동물병원
999,動物病院,Veterinary clinic,チュンナンチャ動物病院,Jungnangcha Animal Hospital,중랑차동물병원,,中浪区,Jungnang-gu,서울 중랑구 중랑천로 81,02-433-0787,,,37.59239,127.072697,3.0,1,"https://www.google.com/maps/search/?api=1&query=37.59239,127.072697",동물병원
1000,動物病院,Veterinary clinic,チンソ動物病院,Jinseo Animal Hospital,진서동물병원,,中浪区,Jungnang-gu,서울 중랑구 신내로10길 7,02-432-7530,,,37.604699,127.095926,3.7,6,"https://www.google.com/maps/search/?api=1&query=37.604699,127.095926",동물병원
1001,動物病院,Veterinary clinic,チンジョンフン動物病院,Jinjeonghun Animal Hospital,진정훈동물병원,,中浪区,Jungnang-gu,서울 중랑구 봉화산로 39-1,02-2207-0073,,,37.601776,127.078761,,1,"https://www.google.com/maps/search/?api=1&query=37.601776,127.078761",동물병원
1002,動物病院,Veterinary clinic,チリョヘジュオ チュンナング動物病院,Chiryohaejuo Jungnanggu Animal Hospital,치료해주오 중랑구동물병원,,中浪区,Jungnang-gu,서울 중랑구 동일로 925,02-949-7577,,https://juohospital.imweb.me/,37.612948,127.076849,,2,"https://www.google.com/maps/search/?api=1&query=37.612948,127.076849",동물병원
1003,動物病院,Veterinary clinic,テヌン動物病院,Taeneung Animal Hospital,태능동물병원,,中浪区,Jungnang-gu,서울 중랑구 동일로 920,02-973-1953,,,37.612699,127.077594,3.3,5,"https://www.google.com/maps/search/?api=1&query=37.612699,127.077594",동물병원
1004,動物病院,Veterinary clinic,ハニ動物病院,Hani Animal Hospital,하니동물병원,,中浪区,Jungnang-gu,서울 중랑구 신내로 225,,,,37.616999,127.091433,3.6,0,"https://www.google.com/maps/search/?api=1&query=37.616999,127.091433",동물병원
1005,動物病院,Veterinary clinic,ハスペッタル動物病院,Haseupettal Animal Hospital,하스펫탈동물병원,,中浪区,Jungnang-gu,서울 중랑구 면목로 442-1,02-435-2275,,,37.591589,127.086948,2.7,2,"https://www.google.com/maps/search/?api=1&query=37.591589,127.086948",동물병원
1006,動物病院,Veterinary clinic,ハングク動物ポホギョユクジェダン ハングク動物メヂ,Hanguk Animal Bohogyoyukjaedan Hanguk Animal Medi,한국동물보호교육재단 한국동물메디,,中浪区,Jungnang-gu,서울 중랑구 겸재로 165,02-2208-6788,,,37.588179,127.085918,2.0,0,"https://www.google.com/maps/search/?api=1&query=37.588179,127.085918",동물병원
1007,動物病院,Veterinary clinic,ハングク動物ヨンサンウィハクセンター,Hanguk Animal Yeongsanguihak Center,한국동물영상의학센터,,中浪区,Jungnang-gu,서울 중랑구 망우로 241,,,,37.595033,127.079466,,0,"https://www.google.com/maps/search/?api=1&query=37.595033,127.079466",동물병원
1008,動物病院,Veterinary clinic,ヘンボギインヌン動物病院,Haengbogiinneun Animal Hospital,행복이있는동물병원,,中浪区,Jungnang-gu,서울 중랑구 봉화산로 232,02-433-3387,,,37.60785,127.09848,4.4,1,"https://www.google.com/maps/search/?api=1&query=37.60785,127.09848",동물병원
1009,動物病院,Veterinary clinic,ヒェウォン動物病院,Hyewon Animal Hospital,혜원동물병원,,中浪区,Jungnang-gu,서울 중랑구 면목로 341,02-439-8300,,,37.582317,127.088465,1.0,0,"https://www.google.com/maps/search/?api=1&query=37.582317,127.088465",동물병원
1010,動物病院,Veterinary clinic,ホンサンフィジョンハプ動物病院,Hongsanghuijonghap Animal Hospital,홍상희종합동물병원,,中浪区,Jungnang-gu,서울 중랑구 동일로 899,02-974-0339,,,37.610663,127.077427,3.0,5,"https://www.google.com/maps/search/?api=1&query=37.610663,127.077427",동물병원
1011,動物病院,Veterinary clinic,ヒルリンペチュ,Hillingpecheu,힐링페츠,,中浪区,Jungnang-gu,서울 중랑구 답십리로77길 33,,,,37.573076,127.081477,,0,"https://www.google.com/maps/search/?api=1&query=37.573076,127.081477",동물병원
1012,ペットショップ,Pet shop,Kanine (ケナイン),Kanine ( Kenain ),Kanine (케나인),,江南区,Gangnam-gu,서울 강남구 강남대로156길 45,02-518-7790,,http://www.kanine.co.kr,37.519206,127.022539,5.0,7,"https://www.google.com/maps/search/?api=1&query=37.519206,127.022539",반려동물용품
1013,ペットショップ,Pet shop,カムガク,Gamgakeu,감가크,,江南区,Gangnam-gu,서울 강남구 학동로20길 43,010-2948-2380,https://www.instagram.com/meongpoom_shop,,37.510576,127.027644,,0,"https://www.google.com/maps/search/?api=1&query=37.510576,127.027644",반려동물용품
1014,ペットショップ,Pet shop,カンナマクア,Gangnamakua,강남아쿠아,,江南区,Gangnam-gu,서울 강남구 압구정로46길 5-10,070-4108-7379,,,37.527906,127.037528,,0,"https://www.google.com/maps/search/?api=1&query=37.527906,127.037528",반려동물용품
1015,ペットショップ,Pet shop,カンナムペッスターイル,Gangnampet Star Il,강남펫스타일,,江南区,Gangnam-gu,서울 강남구 언주로79길 5,,,,37.499328,127.043553,,1,"https://www.google.com/maps/search/?api=1&query=37.499328,127.043553",반려동물용품
1016,ペットショップ,Pet shop,カンアジデトンニョン,Gangajidaetongnyeong,강아지대통령,,江南区,Gangnam-gu,서울 강남구 삼성로 570,1588-2469,,http://www.dogpre.com/,37.512402,127.054134,5.0,1,"https://www.google.com/maps/search/?api=1&query=37.512402,127.054134",반려동물용품
1017,ペットショップ,Pet shop,ケコドニア,Gekodonia,게코도니아,,江南区,Gangnam-gu,서울 강남구 언주로 627,,,,37.512518,127.03512,,0,"https://www.google.com/maps/search/?api=1&query=37.512518,127.03512",반려동물분양
1018,ペットショップ,Pet shop,コゴンケッ,Gogongkaet,고공캣,,江南区,Gangnam-gu,서울 강남구 도산대로99길 28-8,070-5022-9052,,https://kogongcat.com/,37.526656,127.051489,,0,"https://www.google.com/maps/search/?api=1&query=37.526656,127.051489",반려동물용품
1019,ペットショップ,Pet shop,コヤンイ分譲 ホヤケッ ポンジョム,Goyangi Adoption Hoyakaet Bonjeom,고양이분양 호야캣 본점,,江南区,Gangnam-gu,서울 강남구 논현로171길 15,0502-5551-4522,https://www.instagram.com/_hoya_cat/,,37.525524,127.027021,,148,"https://www.google.com/maps/search/?api=1&query=37.525524,127.027021",반려동물분양
1020,ペットショップ,Pet shop,コルドンペッ,Goldeunpet,골든펫,,江南区,Gangnam-gu,서울 강남구 역삼로7길 17,02-3288-5579,,http://www.goldenpet.co.kr,37.495151,127.032663,,0,"https://www.google.com/maps/search/?api=1&query=37.495151,127.032663",반려동물분양
1021,ペットショップ,Pet shop,ノンヒョン愛犬シャプ,Nonhyeon Dog Syap,논현애견샵,,江南区,Gangnam-gu,서울 강남구 강남대로118길 47,02-344-3786,,,37.507512,127.0268,,0,"https://www.google.com/maps/search/?api=1&query=37.507512,127.0268",반려동물분양
1022,ペットショップ,Pet shop,ニオバイオス,Nieobaieoseu,니어바이어스,,江南区,Gangnam-gu,서울 강남구 도산대로54길 48-6,070-8866-1203,,https://nearbyus.co.kr,37.519745,127.039016,,1,"https://www.google.com/maps/search/?api=1&query=37.519745,127.039016",반려동물용품
1023,ペットショップ,Pet shop,テサネンカンパニー,Daesanaen Company,대산앤컴퍼니,,江南区,Gangnam-gu,서울 강남구 테헤란로 508,,,,37.506817,127.057978,,0,"https://www.google.com/maps/search/?api=1&query=37.506817,127.057978",반려동물용품
1024,ペットショップ,Pet shop,トログイン,Deorogeuin,더로그인,,江南区,Gangnam-gu,서울 강남구 역삼로19길 9,,,,37.49596,127.036865,,0,"https://www.google.com/maps/search/?api=1&query=37.49596,127.036865",반려동물용품
1025,ペットショップ,Pet shop,トグマケッ,Dogeumakaet,도그마캣,,江南区,Gangnam-gu,서울 강남구 강남대로122길 31,,,,37.508581,127.025475,,0,"https://www.google.com/maps/search/?api=1&query=37.508581,127.025475",반려동물용품
1026,ペットショップ,Pet shop,トグボヂ ノンヒョンジョム,Dogeubeodi Nonhyeonjeom,도그버디 논현점,,江南区,Gangnam-gu,서울 강남구 강남대로120길 46,02-6032-5979,,,37.507741,127.026897,,1,"https://www.google.com/maps/search/?api=1&query=37.507741,127.026897",반려동물용품
1027,ペットショップ,Pet shop,トグケスル,Dogeukaeseul,도그캐슬,,江南区,Gangnam-gu,서울 강남구 도산대로62길 14,02-514-5051,,http://www.dogcastle.co.kr,37.522527,127.042928,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.522527,127.042928",반려동물분양
1028,ペットショップ,Pet shop,トマベムセマリ,Domabaemsemari,도마뱀세마리,,江南区,Gangnam-gu,서울 강남구 선릉로 328,0503-7153-5458,https://www.instagram.com/domabam3,,37.498949,127.052026,,0,"https://www.google.com/maps/search/?api=1&query=37.498949,127.052026",반려동물분양
1029,ペットショップ,Pet shop,チオマイトグ(DearMyDog),Dieo My Dogeu (DearMyDog),디어마이도그(DearMyDog),,江南区,Gangnam-gu,서울 강남구 삼성로145길 3,070-4006-8832,,,37.522195,127.047886,,0,"https://www.google.com/maps/search/?api=1&query=37.522195,127.047886",반려동물분양
1030,ペットショップ,Pet shop,チジャインポドグ,Dijainpodogeu,디자인포도그,,江南区,Gangnam-gu,서울 강남구 강남대로162길 36,02-540-8542,,https://designfordog.com/,37.520576,127.021414,5.0,8,"https://www.google.com/maps/search/?api=1&query=37.520576,127.021414",반려동물용품
1031,ペットショップ,Pet shop,チトゥエイチ,Ditueichi,디투에이치,,江南区,Gangnam-gu,서울 강남구 선릉로 561,070-8240-0682,,http://www.facebook.com/dtoh38,37.508698,127.044169,,0,"https://www.google.com/maps/search/?api=1&query=37.508698,127.044169",반려동물용품
1032,ペットショップ,Pet shop,ラピドコリア,Rapideukoria,라피드코리아,,江南区,Gangnam-gu,서울 강남구 논현로75길 15,010-8941-8272,,https://mujijota.com/,37.496194,127.037569,3.0,0,"https://www.google.com/maps/search/?api=1&query=37.496194,127.037569",반려동물용품
1033,ペットショップ,Pet shop,ロブルリハウス,Reobeulli House,러블리하우스,,江南区,Gangnam-gu,서울 강남구 압구정로80길 13,02-543-2724,,http://www.lovelyhouse.co.kr/,37.52471,127.045735,5.0,1,"https://www.google.com/maps/search/?api=1&query=37.52471,127.045735",반려동물용품
1034,ペットショップ,Pet shop,ロヤルケニンコリア ポンサ,Royalkaeninkoria Bonsa,로얄캐닌코리아 본사,,江南区,Gangnam-gu,서울 강남구 학동로 401,080-880-8100,,https://www.royalcanin.com/,37.517543,127.041559,,3,"https://www.google.com/maps/search/?api=1&query=37.517543,127.041559",반려동물용품
1035,ペットショップ,Pet shop,ルイドク,Ruidok,루이독,,江南区,Gangnam-gu,서울 강남구 압구정로 461,02-541-1640,,https://www.louisdog.co.kr,37.525286,127.047238,2.3,3,"https://www.google.com/maps/search/?api=1&query=37.525286,127.047238",반려동물용품
1036,ペットショップ,Pet shop,ルイドク ヒョンデベクファジョム ムヨクセンターチョム,Ruidok Hyeondaebaekhwajeom Muyeok Center Jeom,루이독 현대백화점 무역센터점,,江南区,Gangnam-gu,서울 강남구 삼성동 159-8 지하1층,02-3467-6600,,http://www.louisdog.co.kr,37.508411,127.060401,,2,"https://www.google.com/maps/search/?api=1&query=37.508411,127.060401",반려동물용품
1037,ペットショップ,Pet shop,ルイドク ヒョンデベクファジョム アプグジョンボンジョム,Ruidok Hyeondaebaekhwajeom Apgujeongbonjeom,루이독 현대백화점 압구정본점,,江南区,Gangnam-gu,서울 강남구 압구정로 165,02-3449-5158,,http://www.louisdog.co.kr,37.527349,127.027085,1.0,3,"https://www.google.com/maps/search/?api=1&query=37.527349,127.027085",반려동물용품
1038,ペットショップ,Pet shop,ルダルリン ソウル,Reudalling Seoul,르달링 서울,,江南区,Gangnam-gu,서울 강남구 역삼로9길 24,070-4066-7414,,,37.495572,127.033886,5.0,11,"https://www.google.com/maps/search/?api=1&query=37.495572,127.033886",반려동물분양
1039,ペットショップ,Pet shop,マイトミノント,My Domineonteu,마이도미넌트,,江南区,Gangnam-gu,서울 강남구 삼성로 547,1670-8028,,https://mydominant.co.kr/,37.510348,127.054373,,0,"https://www.google.com/maps/search/?api=1&query=37.510348,127.054373",반려동물용품
1040,ペットショップ,Pet shop,マインドケッ,Maindeukaet,마인드캣,,江南区,Gangnam-gu,서울 강남구 학동로6길 18,,,,37.510628,127.024159,,0,"https://www.google.com/maps/search/?api=1&query=37.510628,127.024159",반려동물용품
1041,ペットショップ,Pet shop,マイルロ,Maillo,마일로,,江南区,Gangnam-gu,서울 강남구 개포로 508,02-566-7420,,https://milo-dogwear.com/main,37.489233,127.067956,,0,"https://www.google.com/maps/search/?api=1&query=37.489233,127.067956",반려동물용품
1042,ペットショップ,Pet shop,モムミス,Meommiseu,멈미스,,江南区,Gangnam-gu,서울 강남구 압구정로79길 51-4,02-512-0401,https://www.instagram.com/mummis401,,37.525765,127.051519,,12,"https://www.google.com/maps/search/?api=1&query=37.525765,127.051519",반려동물분양
1043,ペットショップ,Pet shop,モンニャンウィミンジョク セゴクジョム,Meongnyanguiminjok Segokjeom,멍냥의민족 세곡점,,江南区,Gangnam-gu,서울 강남구 헌릉로571길 13,,,https://www.mungmin.com,37.466486,127.101376,,146,"https://www.google.com/maps/search/?api=1&query=37.466486,127.101376",멍냥의민족
1044,ペットショップ,Pet shop,モントゥドニャン,Meongtudeonyang,멍투더냥,,江南区,Gangnam-gu,서울 강남구 논현로67길 46,010-5602-0125,,,37.493351,127.036228,,0,"https://www.google.com/maps/search/?api=1&query=37.493351,127.036228",반려동물용품
1045,ペットショップ,Pet shop,モンプムシャプ,Meongpumsyap,멍품샵,,江南区,Gangnam-gu,서울 강남구 학동로20길 43,,,,37.510576,127.027644,,1,"https://www.google.com/maps/search/?api=1&query=37.510576,127.027644",반려동물용품
1046,ペットショップ,Pet shop,メイキッ,Meikit,메이킷,,江南区,Gangnam-gu,서울 강남구 선릉로112길 52,,,http://makemakit.com,37.512171,127.047854,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.512171,127.047854",반려동물용품
1047,ペットショップ,Pet shop,メジョンナップッペ,Mejongnappeuppe,메종라쁘뻬,,江南区,Gangnam-gu,서울 강남구 논현로150길 36-5,,,https://jenne.kr,37.519602,127.031744,,0,"https://www.google.com/maps/search/?api=1&query=37.519602,127.031744",반려동물용품
1048,ペットショップ,Pet shop,モゴンネトウォクス,Mogeonneteuwokseu,모건네트웍스,,江南区,Gangnam-gu,서울 강남구 도곡로37길 35,070-4603-3354,,http://www.petsajang.com,37.496048,127.044605,,0,"https://www.google.com/maps/search/?api=1&query=37.496048,127.044605",반려동물용품
1049,ペットショップ,Pet shop,モンシュシュ,Mongsyusyu,몽슈슈,,江南区,Gangnam-gu,서울 강남구 학동로55길 12,,,,37.518232,127.042017,,4,"https://www.google.com/maps/search/?api=1&query=37.518232,127.042017",반려동물용품
1050,ペットショップ,Pet shop,ムンゲコパチュンニュシャプ,Mungekopachungnyusyap,문게코파충류샵,,江南区,Gangnam-gu,서울 강남구 역삼로70길 15,02-2088-3828,https://www.instagram.com/moon_gecko/,,37.500509,127.053955,4.9,1,"https://www.google.com/maps/search/?api=1&query=37.500509,127.053955",반려동물분양
1051,ペットショップ,Pet shop,ミュジュイン,Myujeuin,뮤즈인,,江南区,Gangnam-gu,서울 강남구 압구정로14길 7,,,,37.523786,127.023252,,3,"https://www.google.com/maps/search/?api=1&query=37.523786,127.023252",반려동물용품
1052,ペットショップ,Pet shop,ムエット,Meuetteu,므에뜨,,江南区,Gangnam-gu,서울 강남구 선릉로146길 27-8,,,,37.522282,127.042308,,1,"https://www.google.com/maps/search/?api=1&query=37.522282,127.042308",반려동물용품
1053,ペットショップ,Pet shop,ミニペッ,Minipet,미니펫,,江南区,Gangnam-gu,서울 강남구 논현로106길 8,02-2205-0279,,http://www.minipetmall.co.kr,37.506231,127.035205,4.2,1,"https://www.google.com/maps/search/?api=1&query=37.506231,127.035205",반려동물분양
1054,ペットショップ,Pet shop,ミオジュ コヤンイ分譲 カンアジ分譲 カンナムジョム,Miojeu Goyangi Adoption Gangaji Adoption Gangnamjeom,미오즈 고양이분양 강아지분양 강남점,,江南区,Gangnam-gu,서울 강남구 압구정로18길 19,0502-5553-5561,,https://blog.naver.com/intogo26,37.523824,127.025004,5.0,374,"https://www.google.com/maps/search/?api=1&query=37.523824,127.025004",반려동물분양
1055,ペットショップ,Pet shop,パドゥガサランヘ,Badugasaranghae,바둑아사랑해,,江南区,Gangnam-gu,서울 강남구 강남대로84길 33,02-501-4428,,,37.497522,127.031076,4.8,2,"https://www.google.com/maps/search/?api=1&query=37.497522,127.031076",반려동물분양
1056,ペットショップ,Pet shop,パスペッ,Baseupet,바스펫,,江南区,Gangnam-gu,서울 강남구 강남대로136길 15,070-4762-0235,,,37.51309,127.021844,,0,"https://www.google.com/maps/search/?api=1&query=37.51309,127.021844",반려동물용품
1057,ペットショップ,Pet shop,パインミ,Bainmi,바잇미,,江南区,Gangnam-gu,서울 강남구 논현로80길 7,02-2038-3727,,https://www.biteme.co.kr/,37.498194,127.038883,,0,"https://www.google.com/maps/search/?api=1&query=37.498194,127.038883",반려동물용품
1058,ペットショップ,Pet shop,バーガース,Burger Seu,버거스,,江南区,Gangnam-gu,서울 강남구 테헤란로79길 6,010-5015-0225,,https://www.burgerss.kr/,37.507317,127.055632,,0,"https://www.google.com/maps/search/?api=1&query=37.507317,127.055632",반려동물용품
1059,ペットショップ,Pet shop,ポゴペッ,Bogopet,보고펫,,江南区,Gangnam-gu,서울 강남구 선릉로 648,1661-0314,,https://pppick.co.kr/,37.5146,127.042476,,0,"https://www.google.com/maps/search/?api=1&query=37.5146,127.042476",반려동물용품
1060,ペットショップ,Pet shop,ポネンジョイント,Bonaenjointeu,본앤조인트,,江南区,Gangnam-gu,서울 강남구 도산대로 213,02-549-0279,,https://본앤조인트.com/,37.520727,127.02998,,1,"https://www.google.com/maps/search/?api=1&query=37.520727,127.02998",반려동물용품
1061,ペットショップ,Pet shop,プガラカタ,Bugarakata,부가라카타,,江南区,Gangnam-gu,서울 강남구 논현로 565,02-515-9111,,,37.506686,127.033878,,0,"https://www.google.com/maps/search/?api=1&query=37.506686,127.033878",반려동물용품
1062,ペットショップ,Pet shop,ピエンビエン,Bienbien,비엔비엔,,江南区,Gangnam-gu,서울 강남구 선릉로153길 5,02-6959-9598,,http://blog.naver.com/bienbiencompany,37.524536,127.038938,,0,"https://www.google.com/maps/search/?api=1&query=37.524536,127.038938",반려동물용품
1063,ペットショップ,Pet shop,ピエムステイジ,Biemseuteiji,비엠스테이지,,江南区,Gangnam-gu,서울 강남구 테헤란로44길 8,,,,37.502333,127.044441,,0,"https://www.google.com/maps/search/?api=1&query=37.502333,127.044441",반려동물용품
1064,ペットショップ,Pet shop,ピクトリアペッ カンナミョクジョム,Biktoriapet Gangnamyeokjeom,빅토리아펫 강남역점,,江南区,Gangnam-gu,서울 강남구 역삼로7길 13,070-4349-5578,,https://victoriapet.co.kr,37.494895,127.032703,,0,"https://www.google.com/maps/search/?api=1&query=37.494895,127.032703",반려동물분양
1065,ペットショップ,Pet shop,シュポ パウ アプグジョンボンジョム,Syupeo Bau Apgujeongbonjeom,슈퍼 바우 압구정본점,,江南区,Gangnam-gu,서울 강남구 선릉로157길 27-6,1577-2711,,http://www.superbow.co.kr/,37.52601,127.037254,,26,"https://www.google.com/maps/search/?api=1&query=37.52601,127.037254",반려동물분양
1066,ペットショップ,Pet shop,スウィピ,Seuwipi,스위피,,江南区,Gangnam-gu,서울 강남구 선릉로125길 21,1661-6927,,,37.514552,127.040234,,0,"https://www.google.com/maps/search/?api=1&query=37.514552,127.040234",반려동물용품
1067,ペットショップ,Pet shop,スタートルス,Star Dolseu,스타돌스,,江南区,Gangnam-gu,서울 강남구 압구정로28길 25,010-2255-4647,,http://blog.naver.com/jalnancat,37.524885,127.027838,4.3,316,"https://www.google.com/maps/search/?api=1&query=37.524885,127.027838",반려동물분양
1068,ペットショップ,Pet shop,スターモンマーケット,Star Mong Market,스타몽마켓,,江南区,Gangnam-gu,서울 강남구 학동로4길 24,02-545-4511,,,37.509893,127.023272,5.0,62,"https://www.google.com/maps/search/?api=1&query=37.509893,127.023272",반려동물용품
1069,ペットショップ,Pet shop,シバギョン 分譲 ルイモン カンナムボンジョム,Sibagyeon Adoption Ruimong Gangnambonjeom,시바견 분양 루이몽 강남본점,,江南区,Gangnam-gu,서울 강남구 도산대로85길 39-5,010-9318-5338,,https://www.louismong.com/,37.527462,127.049488,3.7,45,"https://www.google.com/maps/search/?api=1&query=37.527462,127.049488",반려동물분양
1070,ペットショップ,Pet shop,ッソムポピ,Sseompeopi,썸퍼피,,江南区,Gangnam-gu,서울 강남구 도산대로8길 22,010-9391-2221,https://www.instagram.com/some_puppy_/,,37.515415,127.022306,,3,"https://www.google.com/maps/search/?api=1&query=37.515415,127.022306",반려동물분양
1071,ペットショップ,Pet shop,アダムスペッ カンナムジョム,Adamseupet Gangnamjeom,아담스펫 강남점,,江南区,Gangnam-gu,서울 강남구 논현로157길 18,010-9572-5776,,https://가필드고양이.com/,37.522489,127.026638,4.4,193,"https://www.google.com/maps/search/?api=1&query=37.522489,127.026638",반려동물분양
1072,ペットショップ,Pet shop,アリュオプ,Aryueop,알유업,,江南区,Gangnam-gu,서울 강남구 학동로 지하 180,,,,37.514206,127.031464,,0,"https://www.google.com/maps/search/?api=1&query=37.514206,127.031464",반려동물용품
1073,ペットショップ,Pet shop,アンジュハウス,Angjyu House,앙쥬하우스,,江南区,Gangnam-gu,서울 강남구 선릉로105길 7,,,http://blog.naver.com/marie_ange,37.508168,127.044381,,0,"https://www.google.com/maps/search/?api=1&query=37.508168,127.044381",반려동물분양
1074,ペットショップ,Pet shop,愛犬ウィリュ ックルックルストア,Dog Uiryu Kkulkkul Store,애견의류 꿀꿀스토어,,江南区,Gangnam-gu,서울 강남구 가로수길 35,,https://www.instagram.com/ggulggul_store_,,37.520341,127.02285,5.0,3,"https://www.google.com/maps/search/?api=1&query=37.520341,127.02285",반려동물용품
